medicine_id,drug_id,amount,unit
1886,1300,200,mg
1887,1300,300,mg
1888,1300,400,mg
1889,352,160,mcg
1889,351,4.5,mcg
1890,1301,20,mg
1891,1301,40,mg
1892,1301,60,mg
1893,1302,1.5,mg
1894,1302,3,mg
1895,1302,4.5,mg
1896,1302,6,mg
1897,1303,250,mg
1898,1303,500,mg
1899,1303,1,g
1900,408,1,%w/w
1901,1304,15,mg
1902,630,60,mg
1902,226,1000,mg
1903,739,10,mg
1903,685,100,mg
1903,226,1000,mg
1904,739,10,mg
1904,685,100,mg
1904,226,500,mg
1905,740,10,mg
1906,1305,6,mg
1907,1306,2,mg
1908,1307,10,mg
1909,1307,5,mg
1910,1308,0.25,mg
1911,1308,0.5,mg
1912,1308,5,mg
1913,1308,10,mg
1914,1309,1,%w/v
1915,1310,1,%w/v
1916,1311,0.05,%w/w
1917,532,25,mg
1918,1312,10,mg
1919,1312,5,mg
1920,1313,500,mg
1921,240,130,mg
1922,240,65,mg
1923,1314,1,%w/v
1924,1315,2.5,mg
1925,1315,5,mg
1926,806,5,mg
1926,226,1000,mg
1927,1316,20,mg
1928,1316,40,mg
1929,1316,80,mg
1930,1317,150,mg
1931,1318,1500,mcg
1932,97,250,mg
1933,1319,50,mg
1933,185,12.5,mg
1934,158,4,mg
1934,1320,60/5,mg/ml
1935,132,20,mg
1936,921,600,mg
1936,144,50,mg
1937,816,500,mg
1937,1321,20,mg
1938,1322,10,mg
1939,1323,30,mg
1940,1323,60,mg
1941,1324,20,mg
1942,1324,30,mg
1943,1325,50,mcg
1944,1325,100,mcg
1945,1326,100,mg
1946,1326,150,mg
1947,286,40,mg
1947,165,5,mg
1948,280,20,mg
1948,642,10,mg
1948,277,12.5,mg
1949,280,20,mg
1949,642,10,mg
1949,277,6.25,mg
1950,280,40,mg
1950,642,10,mg
1950,277,12.5,mg
1951,1327,30,mg
1953,1328,5,mg
1954,1329,100,mg
1955,575,2,mg
1955,1330,2,mg
1956,575,3,mg
1956,1330,2,mg
1957,839,15,mg
1958,839,2.5,mg
1959,1331,1.5,mg
1960,1331,3,mg
1961,1331,4.5,mg
1962,1331,6,mg
1963,1332,9,mg
1964,1332,18,mg
1965,1332,27,mg
1966,1333,5,mg
1967,1333,10,mg
1968,1334,250,mcg
1969,1334,500,mcg
1970,1335,0.005,%w/v
1971,1336,100,mg
1972,1084,50,mg
1972,29,1,mg
1972,226,1000,mg
1973,1084,50,mg
1973,29,2,mg
1973,226,1000,mg
1974,288,50,mg
1975,288,100,mg
1976,1337,10,mg
1977,1337,20,mg
1978,374,2.5,mg
1979,374,5,mg
1980,374,10,mg
1981,602,20,mg
1981,739,10,mg
1981,226,1000,mg
1982,602,20,mg
1982,739,10,mg
1982,226,500,mg
1983,210,62.5,mcg
1984,868,20,mg
1984,527,25,mg
1985,868,5,mg
1985,527,50,mg
1986,1338,100,mg
1987,1338,25,mg
1988,1339,250,mg
1989,798,100,mg
1990,798,300,mg
1991,73,1000,mg
1992,1340,250,mg
1993,1341,20,iu
1994,685,50,mg
1994,739,5,mg
1995,1342,1,mg
1996,593,5,mg
1997,632,50,mg
1998,632,200,mg
1999,632,400,mg
2000,1343,2/1,mg/ml
2001,674,1,kg
2011,1097,500,mg
2020,1344,20,%
2022,1100,5,%
2023,1100,5,%
2026,1345,100/1,mcg
2031,1346,40,mg
2032,1347,300,mcg
2033,1348,100,mg
2034,1348,50,mg
2035,481,10,mg
2036,481,60,mg
2039,933,12,%
2040,933,6,%
2041,1349,1,mg
2042,1349,2,mg
2043,1350,0.05/2,%
2045,1351,140,mg
2048,1352,250/1,mg/ml
2049,1353,4,mg
2050,334,500,mg
2055,1354,10,mg
2056,1354,18,mg
2057,1354,20,mg
2058,1354,5,mg
2062,814,5,mg
2063,1355,50,mg
2070,623,60,mg
2074,1356,2,mg
2078,276,20,mg
2078,172,75,mg
2095,1357,250,mg
2096,1357,1000,mg
2096,51,125,mg
2100,1260,30,mg
2101,1072,100,mg
2103,1358,500,mg
2104,1359,50,%
2109,1360,100,mg
2111,1361,5,mg
2112,1268,5,mg
2113,1362,5,mg
2115,1363,200/1,mg/ml
2116,1364,20/5,mg/ml
2122,1365,10,mg
2123,1019,50,mg
2126,1366,75,g
2127,1366,200,g
2128,1366,500,g
2135,1367,2,ml
2135,1368,24,g
2136,1367,5,ml
2136,1368,24,g
2137,1367,10,ml
2137,1368,21,g
2138,1367,20,ml
2138,1368,23,g
2139,1369,16,g
2140,1369,18,g
2141,1369,23,g
2142,1369,26,g
2154,1370,26,g
2155,1371,22,g
2156,1371,25,g
2157,1372,2000,ml
2218,1373,30,g
2219,1370,18,g
2220,1370,20,g
2221,1370,22,g
2222,1370,24,g
2312,1374,28,g
2332,1375,250,ml
2349,1376,30,ml
