medicine_id,drug_id,amount,unit
1039,280,40,mg
1039,277,12.5,mg
1040,825,20,mg
1040,826,30,mg
1041,827,200,mg
1042,828,150,mg
1042,318,100,mg
1045,138,20,mg
1045,133,10,mg
1046,829,1/100,g
1047,2,100/1,mg/ml
1048,2,125,mg
1048,347,2.5,mg
1048,348,1,mg
1049,2,125,mg
1049,347,5,mg
1049,348,1,mg
1050,2,162.5,mg
1050,25,18.75,mg
1051,2,250,mg
1051,347,5,mg
1051,348,2,mg
1052,2,500,mg
1052,830,25,mg
1053,2,500,mg
1053,6,250,mg
1054,2,500,mg
1054,347,10,mg
1054,348,2,mg
1055,20,120,mg
1056,347,5,mg
1056,348,2,mg
1056,831,10,mg
1057,347,5,mg
1057,348,2,mg
1057,831,15,mg
1058,570,800,mg
1059,832,200,mg
1060,833,15,g
1061,834,5,mg
1062,390,75,mg
1062,382,1500,mcg
1062,596,10,mg
1063,390,75,mg
1063,382,750,mcg
1064,835,5,mg
1065,836,2,mg
1066,836,1,mg
1067,837,100,mg
1068,594,25,mg
1068,272,2.5,mg
1069,141,75/5,mg/ml
1070,838,500,mg
1071,839,10,mg
1072,839,20,mg
1073,840,275,mg
1073,841,100,mg
1073,842,307.5,mg
1074,276,20,mg
1074,270,160,mg
1075,258,40,mg
1076,276,10,mg
1076,173,75,mg
1076,172,75,mg
1077,276,20,mg
1077,173,75,mg
1077,172,75,mg
1078,843,5,mg
1079,844,2.5,mg
1079,166,50,mg
1080,845,250,mg
1081,846,250,mg
1082,847,24,mg
1082,848,26,mg
1083,847,49,mg
1083,848,51,mg
1084,849,200,mcg
1085,850,1.15,%w/w
1085,851,1.15,%w/w
1085,852,5.3,%w/w
1086,353,50,mcg
1086,364,100,mcg
1087,853,4,mg
1088,854,5,mg
1089,855,50,mg
1089,856,1000,mg
1090,855,50,mg
1090,856,500,mg
1091,857,100,mg
1092,857,50,mg
1093,858,200/5,mg/ml
1094,859,200,mg
1094,860,87,mg
1095,859,333,mg
1095,860,145,mg
1096,861,0.1,%w/w
1097,191,80,mg
1097,165,5,mg
1098,191,80,mg
1098,642,10,mg
1099,192,80,mg
1100,191,40,mg
1100,277,12.5,mg
1100,165,5,mg
1101,191,40,mg
1101,277,6.25,mg
1101,165,5,mg
1102,191,40,mg
1102,642,10,mg
1102,277,6.25,mg
1103,862,1,%w/w
1104,863,25,mg
1105,864,90,mg
1106,865,9,mcg
1107,866,18,mcg
1108,867,15,mg
1109,868,10,mg
1109,527,50,mg
1110,294,40,mg
1111,294,5,mg
1112,869,0.004,%w/v
1113,870,60,mg
1114,666,48,mg
1114,667,90,mg
1114,668,100,mg
1114,10,50,mg
1115,303,150,mg
1116,871,1000,mg
1117,685,50,mg
1117,226,850,mg
1118,872,60000,iu
1120,591,0.2,mg
1120,29,1,mg
1120,226,500,mg
1121,591,0.2,mg
1121,29,2,mg
1121,226,1000,mg
1122,591,0.3,mg
1122,29,2,mg
1122,226,1000,mg
1123,592,4,mg
1124,152,84.7,mg
1124,153,25.3,mg
1125,873,500,mg
1126,210,12.5,mcg
1127,210,25,mcg
1128,210,75,mcg
1129,210,125,mcg
1130,874,10,mg
1131,875,10,mg
1131,376,0.5,mg
1132,196,1.53/5,g
1133,876,334,mg
1133,877,1100,mg
1133,118,5,ml
1134,878,7.5,mg
1135,196,1.37/5,g
1136,879,0.5,mg
1137,434,1,mg
1138,880,25,mg
1139,880,50,mg
1140,877,1100,mg
1140,881,375,mg
1141,882,4,mg
1142,882,8,mg
1143,882,4,mg
1143,376,0.5,mg
1144,882,8,mg
1144,376,0.5,mg
1145,883,5,mg
1146,883,10,mg
1147,375,0.4,mg
1147,884,2,mg
1148,375,0.4,mg
1148,884,4,mg
1149,885,2,mg
1150,885,4,mg
1151,886,1,%w/v
1152,887,0.5,%w/v
1153,888,1,%w/v
1154,889,0.09,%w/v
1154,243,0.5,%w/v
1155,446,0.5,%w/v
1155,447,0.1,%w/v
1156,890,150,mg
1157,891,0.3,%w/v
1157,447,0.1,%w/v
1158,891,0.3,%w/v
1158,892,1,%w/v
1159,707,0.3,%w/v
1159,447,0.1,%w/v
1160,893,2,%w/v
1161,894,0.5,%w/v
1162,243,0.5,%w/v
1162,447,0.1,%w/v
1163,895,5,%w/v
1164,231,120,mg
1165,896,75/1,mg/ml
1166,897,200,mg
1166,898,500,mg
1166,899,25,mg
1167,900,7.5,mg
1168,900,2.5,mg
1169,232,600,mg
1170,901,25,mg
1171,480,0.25,mg
1171,902,20,mg
1172,480,0.25,mg
1172,902,10,mg
1173,480,0.5,mg
1173,903,25,mg
1174,480,0.5,mg
1174,903,50,mg
1175,482,100,mg
1176,482,200,mg
1177,483,75,mg
1178,483,50,mg
1179,483,5,mg
1180,724,25,mg
1180,312,10,mg
1181,904,50,mg
1182,904,100,mg
1183,601,2.5,mg
1184,601,10,mg
1185,601,15,mg
1186,601,20,mg
1187,601,7.5,mg
1188,601,30,mg
1189,496,1.25,mg
1190,905,150,mg
1191,641,25,mg
1192,906,100,mg
1193,906,50,mg
1194,906,25,mg
1195,907,20,mg
1195,908,40,mg
1196,909,20,mg
1197,511,250/1,mg/ml
1198,910,0.25,mg
1199,911,10,mg
1200,911,25,mg
1201,911,50,mg
1202,912,25,mg
1203,912,50,mg
1204,912,100,mg
1205,202,2,mg
1206,202,10,mg
1207,913,10,mg
1208,913,25,mg
1209,913,75,mg
1210,914,30,mg
1211,203,5,mg
1212,474,0.25,mg
1213,676,25,mg
1214,676,50,mg
1215,306,50,mg
1216,306,75,mg
1217,556,30,mg
1218,315,200,mg
1219,315,550,mg
1220,915,5,mg
1220,481,20,mg
1221,207,100/2,mg/ml
1222,916,12.5,mg
1222,459,0.25,mg
1223,577,1,mg
1224,577,2,mg
1225,917,180,mg
1225,918,120,mg
1226,919,10,%w/w
1226,920,1,%w/w
1227,382,1500,mcg
1228,382,500,mcg
1229,921,150,mg
1229,922,500,mg
1230,923,100,iu
1231,924,100,iu
1232,925,0.5,mg
1233,925,1,mg
1234,925,2,mg
1235,926,1,mg
1235,226,500,mg
1236,926,2,mg
1236,226,500,mg
1237,30,200,mg
1237,927,28.5,mg
1238,30,500,mg
1238,927,125,mg
1239,30,200,mg
1239,927,28.5,mg
1240,30,250,mg
1240,33,250,mg
1241,30,125,mg
1241,33,125,mg
1242,30,250,mg
1242,697,250,mg
1243,928,300,mg
1244,928,125/5,mg/ml
1245,929,150,mg
1246,237,50,mg
1246,927,31.25,mg
1247,237,100,mg
1247,927,62.5,mg
1248,930,125/5,mg/ml
1249,930,250/5,mg/ml
1250,930,500,mg
1251,930,250,mg
1252,931,250,mg
1252,70,31.25,mg
1253,931,1000,mg
1253,70,125,mg
1254,243,400,mg
1254,237,400,mg
1255,488,400,iu
1255,79,3400,iu
1255,932,5000,iu
1256,933,1,%w/w
1256,919,5,%w/w
1257,933,1,%w/w
1257,919,5,%w/w
1257,395,2,%w/w
1258,689,1,%w/w
1259,1,100,mg
1259,2,325,mg
1260,934,125,mcg
1261,935,0.5,mg
1262,523,0.035,mg
1262,936,2,mg
1263,142,500,mg
1263,143,500,iu
1264,838,1000,mg
1265,937,5,%w/w
1266,938,500,mg
1267,938,1000,mg
1268,420,40,mg
1268,939,0.005,ml
1268,940,0.0007,ml
1269,809,140,mg
1270,941,10,mg
1271,941,15,mg
1272,941,30,mg
1273,942,60,mg
1274,559,5,mg
1274,191,40,mg
1275,943,10,mg
1276,944,5,mg
1277,688,500,mg
1278,945,0.1,mg
1279,946,1,mg
1280,946,2,mg
1281,946,4,mg
1282,947,0.03,%w/v
1282,752,0.5,%w/v
1283,105,50,mg
1284,948,800,mg
1285,949,2,mg
1286,949,1,mg
1287,949,0.25,mg
1288,950,400,mg
1288,951,100,mg
1289,952,300,mg
1289,953,100,mg
1290,954,0.1,%w/v
1291,955,200,mg
1292,877,1100,mg
1292,881,375,mg
1292,144,20,mg
1292,118,5,ml
1293,956,20,mg
1294,957,20,mg
1295,828,150,mg
1295,318,100,mg
1296,958,10,mg
1296,959,30,mg
1297,133,10,mg
1297,2,325,mg
1298,960,1.5,mg
1299,961,100,mg
1299,789,300,mcg
1299,382,500,mcg
1300,962,10,mg
1300,146,1.5,mg
1300,963,100,mg
1301,964,60000,iu
1302,254,2.5,mg
1303,965,500,mg
1304,167,10,mg
1305,966,1000,mg
1305,967,60,mg
1305,968,12.5,mg
1305,718,2500,mcg
1306,261,10,mg
1306,506,1000,iu
1307,191,40,mg
1307,261,10,mg
1308,791,1500,mcg
1308,811,100,mg
1308,969,100,mg
1308,146,1.5,mg
1308,970,200,mcg
1308,971,55,mcg
1308,972,150,mg
1309,973,0.05,%w/w
1310,87,1,%w/w
1310,974,1,%w/w
1310,975,2,%w/w
1311,66,0.3,%w/v
1311,447,0.1,%w/v
1311,976,0.005,%w/v
1312,977,2,%w/v
1313,20,1000,mg
1314,978,10,mg
1317,261,10,mg
1317,173,75,mg
1317,172,75,mg
1318,261,20,mg
1318,173,150,mg
1319,261,20,mg
1319,173,75,mg
1320,169,5,mg
1321,979,2.5,%w/w
1322,980,1,%w/w
1323,981,10,mg
1324,264,5,mg
1324,185,12.5,mg
1325,982,0.005,%
1325,409,0.05,%
1326,983,500,mg
1327,714,250,mg
1327,143,100,iu
1327,146,50,mcg
1328,984,400,mg
1329,803,10,mg
1329,802,100,mg
1330,985,1100,mg
1330,986,250,mg
1330,987,250,mg
1331,988,1100,mg
1332,989,10,mg
1333,989,20,mg
1334,265,12.5,mg
1335,642,10,mg
1335,277,12.5,mg
1336,594,25,mg
1336,642,10,mg
1337,594,50,mg
1337,642,10,mg
1338,907,20,mg
1338,133,15,mg
1339,76,1,%w/v
1339,990,2,%w/v
1340,991,300,mg
1340,992,300,mg
1340,993,90,mg
1340,920,10,mg
1341,994,500,mg
1341,995,40,mg
1341,996,750,mg
1342,738,75,mg
1343,739,10,mg
1343,226,1000,mg
1344,739,10,mg
1344,226,500,mg
1345,739,5,mg
1346,740,5,mg
1347,997,100,mg
1348,998,250,mg
1349,999,50,mg
1350,1000,400,mg
1350,638,10,mg
1351,1001,0.5,mg
1351,902,20,mg
1352,526,20,mg
1352,527,25,mg
1353,1002,500,mg
1354,1003,50,mg
1355,786,10,mg
1356,1004,0.4,%w/v
1357,1005,100,mg
1358,254,10,mg
1359,254,5,mg
1360,657,16,mg
1361,594,50,mg
1361,191,40,mg
1361,277,12.5,mg
1362,1006,12.5,mg
1363,1007,2,%w/w
1364,1008,0.05,%w/v
1365,1009,360,mg
1366,226,500,mg
1366,1010,600,mg
1367,1011,6.4,mg
1368,473,10,mg
1369,135,8,mg
1370,1012,150,mg
1371,2,650,mg
1371,830,50,mg
1372,832,400,mg
1373,1013,978,mg
1373,1014,300,mg
1373,1015,200,mg
1374,1016,1,%w/v
1375,390,75,mg
1375,382,1500,mcg
1376,4,150,mg
1377,1017,200,mg
1378,527,50,mg
1378,1018,20,mg
1379,1019,85,mg
1379,816,500,mg
1380,191,40,mg
1380,642,10,mg
1380,277,12.5,mg
1381,294,100,mg
1382,292,40,mg
1383,293,40,mg
1384,291,1,mg
1385,291,2,mg
1386,1020,20,mg
1387,1021,60,mg
1388,1022,400,mcg
1389,1023,25,mg
1389,294,10,mg
1390,1024,2,mg
1391,169,80,mg
1393,1025,200,mcg
1394,1025,100,mcg
1395,75,100,mcg
1396,1026,200,mcg
1397,1026,400,mcg
1398,1027,4,mg
1399,709,20,mg
1399,638,10,mg
1400,1028,100,mg
1401,239,200,mg
1401,66,200,mg
1402,729,100,mg
1402,76,100,mg
1402,56,100,mg
1403,1029,150,mg
1404,1030,1,%w/w
1405,1031,2.5,mg
1406,1032,40,mg
1406,438,150,mg
1407,1033,5,mg
1407,1034,1000,mg
1408,1033,5,mg
1408,1034,500,mg
1409,1035,5,mg
1410,284,200,mg
1411,1036,100,mg
1412,92,0.5,mg
1413,507,1500,mg
1414,1037,25,mg
1415,1038,150,mg
1416,1039,10,mg
1418,295,200,mg
1419,1040,8,mg
1419,2,325,mg
1420,1041,7.5,mg
1421,1041,15,mg
1422,1042,400,mg
1423,1043,500,mg
1423,1044,3,mg
1424,1043,500,mg
1424,1044,4,mg
1425,1045,2.5,mg
1426,243,0.5,%w/v
1426,1046,1,%w/v
1427,287,0.2,mg
1428,1012,450,mg
1429,1012,600,mg
1430,1047,25,mg
1431,1048,12.5,mg
1432,1049,0.25,mg
1433,1050,100/2,mg/ml
1434,189,10,mg
1435,1051,100,mg
1435,685,50,mg
1436,1051,100,mg
1436,226,1000,mg
1437,1051,100,mg
1438,1051,100,mg
1438,226,500,mg
1439,577,3,mg
1440,946,0.5,mg
1441,1052,0.25,mg
1442,1053,5,mg
1443,1054,400,mg
1444,902,40,mg
1444,1055,10,mg
1445,191,80,mg
1445,165,5,mg
1445,185,12.5,mg
1446,1056,25,mg
1447,1057,120,mg
1448,920,600,mg
1449,226,500,mg
1449,591,0.3,mg
1449,29,1,mg
1450,226,500,mg
1450,591,0.3,mg
1450,29,2,mg
1451,1058,20,mg
1452,1059,8,mg
1453,1059,4,mg
1453,1060,1.25,mg
1455,1058,40,mg
1456,356,50,mg
1456,680,1.25,mg
1456,681,30,mg
1456,118,5,ml
1457,356,100,mg
1457,680,1.25,mg
1457,681,15,mg
1457,118,5,ml
1458,847,97,mg
1458,848,103,mg
1459,1061,250,mg
1460,1062,500,mg
1462,212,300,mg
1463,482,300,mg
1464,1063,50,mg
1464,226,500,mg
1465,1064,600,mg
1466,1065,70,mg
1467,165,5,mg
1467,184,50,mg
1467,1066,12.5,mg
1468,165,5,mg
1468,1067,4,mg
1470,1068,1,kg
1478,1069,250,g
1479,1069,250,g
1481,1070,600,mg
1481,1071,50,mg
1481,1072,300,mg
1482,1070,600,mg
1482,1072,300,mg
1483,1073,20,mg
1484,1073,50,mg
1485,981,5,mg
1486,1074,20/1,mg/ml
1487,1075,0.5,mg
1488,1076,10,mg
1489,1077,100/10,mg/ml
1490,1077,500/50,mg/ml
1491,395,1,%w/v
1492,395,3,%
1493,395,2,%w/v
1494,1078,4,iu
1495,1079,100/1,mg/ml
1496,791,1500,mcg
1496,146,0.7,mg
1496,963,100,mg
1498,1080,2,mg
1499,1081,4,mg
1500,1082,4,mg
1501,1082,8,mg
1502,1083,50,mg
1503,872,60000,iu
1504,739,5,mg
1504,1084,50,mg
1505,739,10,mg
1505,1084,100,mg
1506,390,75,mg
1506,1085,30,mg
1507,390,75,mg
1507,1085,20,mg
1508,390,50,mg
1508,1085,20,mg
1509,1086,180,mg
1511,332,50/1,mg/ml
1512,1087,5,mg
1513,1088,600,mcg
1513,737,500,mg
1513,872,1000,iu
1513,379,50,mg
1514,1089,100,mg
1514,1090,100,mg
1514,963,12,mg
1514,1091,50,mg
1514,1092,50,mg
1514,1093,40,mg
1514,1094,20,mg
1514,379,25,mg
1514,969,10,mg
1514,430,10,mg
1514,1095,10,mg
1514,1096,2,mg
1515,1097,250,mg
1516,1098,333,mg
1517,1010,1000,mg
1517,1099,100,mcg
1517,872,1000,iu
1517,358,600,mg
1517,1091,100,mg
1518,74,0.1,%w/w
1518,1100,2.5,%w/w
1519,1101,25,mg
1520,1102,50,mg
1521,1102,150,mg
1522,1103,20,mg
1523,1104,5,mg
1524,1105,8,mg
1525,1106,62.5,mg
1526,1107,10,mg
1526,1108,2,mg
1526,1109,5,ml
1527,1110,50,mg
1528,378,0.25,mcg
1528,377,500,mg
1528,715,45,mcg
1528,382,1500,mcg
1528,379,7.5,mg
1528,1111,50,mg
1528,1112,800,mcg
1529,142,1250,mg
1529,872,2000,iu
1529,791,1500,mcg
1529,789,1,mg
1529,790,20,mg
1530,1113,1000,mg
1530,1111,100,mg
1530,379,4,mg
1530,872,200,iu
1531,1114,1,%w/w
1531,409,0.05,%
1532,1115,30,mg
1533,1116,50,mg
1534,330,30,mg
1534,1117,0.4,mg
1535,1118,50,mg
1535,459,0.5,mg
1536,1118,100,mg
1536,459,0.5,mg
1537,1118,50,mg
1538,1118,100,mg
1539,1119,60,mg
1541,1120,5,mg
1541,1121,5,mg
1542,1120,5,mg
1542,1121,10,mg
1543,759,10,mg
1543,806,5,mg
1544,1001,0.5,mg
1544,902,40,mg
1545,1122,0.03,%w/v
1545,1123,5,ml
1546,1124,0.5,mg
1546,596,10,mg
1547,1125,0.1,%w/v
1547,1123,5,ml
1548,1126,27,%w/v
1548,1127,0.05,%w/v
1548,1128,0.03,%w/v
1548,346,0.05,%w/v
1548,1129,0.033,%w/v
1550,1130,1.2,%w/v
1551,1131,250,mg
1553,1132,300,mg
1554,1133,0.5,mg
1554,1134,10,mcg
1554,1135,400,iu
1554,382,1500,mcg
1554,790,1.5,mg
1554,718,5000,mcg
1554,714,250,mg
1555,550,3,mg
1556,1136,10,mg
1556,799,2,mg
1556,1137,2,mg
1556,1138,500,mg
1557,1138,500,mg
1557,1139,150,mg
1557,1140,100,mg
1557,1141,50,mg
1557,1136,20,%
1557,1142,4,%
1557,1143,4.8,mg
1557,143,10,mcg
1558,382,1500,mcg
1558,634,5,mg
1558,972,50,mg
1558,811,200,mg
1558,146,5,mg
1558,430,5,mg
1559,1076,0.5,mg
1560,1144,100,mg
1561,1114,1,%w/w
1562,1145,2,mg
1563,1146,150,mg
1564,1147,500,mg
1565,1148,10,mg
1566,1148,5,mg
1567,1149,0.4,%w/v
1567,1150,0.1,%w/v
1568,1151,2.5,mg
1569,1152,0.4,%w/v
1569,1153,0.3,%w/v
1570,1154,2,mg
1571,1155,0.75,mg
1572,1155,1.5,mg
1573,1156,2.5,mg
1574,1156,5,mg
1575,479,3,mg
1575,963,50,mg
1575,146,1.5,mg
1576,1157,200,mg
1577,1158,400,mg
1578,1159,800,mg
1579,1160,100,mg
1580,1160,50,mg
1581,602,20,mg
1581,99,15,mg
1582,1161,100,mg
1583,1161,50,mg
1584,1162,50,mg
1585,871,500,mg
1586,1163,37.5,mg
1587,1163,75,mg
1588,1163,150,mg
1589,1164,100,mg
1590,1165,50,mg
1591,1165,100,mg
1592,1084,100,mg
1592,100,1000,mg
1593,1084,50,mg
1593,100,500,mg
1594,405,2,%w/v
1595,1166,5,mg
1596,1167,10,mg
1597,642,10,mg
1597,280,20,mg
1598,642,10,mg
1598,280,40,mg
1599,559,5,mg
1599,642,10,mg
1600,559,2.5,mg
1600,642,10,mg
1601,1012,300,mg
1602,1168,500,mg
1603,1169,500,mg
1604,1170,250,mg
1605,1171,100,g
1606,1171,250,g
1607,1171,500,g
1608,1172,500,g
1609,1172,1,kg
1610,1,200,mg
1610,1173,15,mg
1611,1,100,mg
1611,691,2,mg
1612,1174,5.0,%w/w
1613,1175,2.5,mg
1614,1175,5,mg
1617,261,10,mg
1617,1176,10,mg
1618,261,20,mg
1618,1176,10,mg
1619,1177,10,%w/w
1619,1178,0.2,%w/w
1620,1179,16,mg
1621,1180,8,mg
1621,191,40,mg
1622,1179,8,mg
1623,1181,4,mg
1625,1182,25,mg
1626,1183,2,mg
1627,1183,2.5,mg
1629,333,20,mg
1630,39,125/5,mg/ml
1631,931,2,g
1631,1184,0.5,g
1632,1185,1,%w/v
1633,1186,8,%w/v
1634,172,150,mg
1635,1187,0.625,mg
1636,1188,250,mg
1637,739,10,mg
1637,685,100,mg
1638,739,5,mg
1638,685,100,mg
1639,1116,20,mg
1640,1116,50,mg
1641,1116,70,mg
1642,741,1.16,%w/w
1642,1189,2.50,%w/w
1642,419,0.50,%w/w
1642,743,10,%w/w
1642,346,5,%w/w
1643,1071,50,mg
1644,1190,25,mg
1645,1190,50,mg
1646,1191,10,mg
1647,1191,5,mg
1649,773,2,%w/w
1649,1192,1,%w/w
1650,933,2,%w/v
1650,850,1,%w/v
1650,963,0.5,%w/v
1650,1193,1,%w/v
1650,920,0.2,%w/v
1650,919,1,%w/v
1651,1194,1,%w/w
1653,114,1,%w/w
1654,1195,10,mg
1655,542,25,mg
1656,542,5,mg
1657,802,200,mg
1657,803,50,mg
1658,349,50,mcg
1658,78,50,mcg
1659,1196,250,mg
1660,1196,500,mg
1661,683,1,%w/w
1662,1197,10,mg
1663,1198,100/1,mg/ml
1665,254,15,mg
1666,254,20,mg
1667,1199,5/5,mg/ml
1668,1200,100,mg
1670,1201,10,mg
1671,1201,2.5,mg
1672,1201,5,mg
1673,559,2.5,mg
1673,165,2.5,mg
1674,559,5,mg
1674,165,5,mg
1675,1202,100,mg
1676,273,10,mg
1677,1203,21,g
1678,1204,1,%w/w
1679,1205,2,%w/w
1680,1206,200,mg
1681,1206,400,mg
1682,1207,400000,iu
1683,1207,800000,iu
1685,275,20,mg
1686,573,50,mg
1687,272,2.5,mg
1687,185,12.5,mg
1688,189,1.25,mg
1689,1051,100,mg
1689,602,10,mg
1690,1051,100,mg
1690,685,50,mg
1690,226,500,mg
1691,926,0.5,mg
1691,591,0.2,mg
1692,926,0.5,mg
1692,591,0.3,mg
1693,926,1,mg
1693,591,0.2,mg
1694,926,1,mg
1694,591,0.3,mg
1695,353,50,mcg
1695,354,500,mcg
1696,1208,200,mg
1697,1209,12.5,mg
1698,1209,25,mg
1699,191,40,mg
1699,642,10,mg
1700,191,40,mg
1700,642,10,mg
1701,191,40,mg
1701,1210,25,mg
1701,1211,12.5,mg
1702,618,20,mg
1703,602,20,mg
1703,739,10,mg
1704,602,20,mg
1704,739,5,mg
1705,1212,100,mg
1706,1212,200,mg
1707,1212,50,mg
1708,210,150,mcg
1709,864,60,mg
1710,1213,20,mg
1711,1213,40,mg
1712,1213,60,mg
1713,1018,10,mg
1713,527,25,mg
1714,1214,40,mcg
1714,752,5,mg
1715,1215,10,mg
1716,1215,20,mg
1717,1215,5,mg
1718,167,2.5,mg
1719,150,5,mg
1720,594,25,mg
1720,282,2.5,mg
1721,1216,10,%w/v
1722,276,20,mg
1722,173,75,mg
1723,191,80,mg
1723,277,12.5,mg
1724,138,40,mg
1724,133,10,mg
1725,739,5,mg
1725,226,500,mg
1726,912,200,mg
1727,1,1.00,%w/w
1727,346,5.00,%w/w
1728,1,1.5,%w/w
1728,1217,30,g
1729,1218,10,mg
1730,1218,5,mg
1732,704,20,mg
1733,704,80,mg
1734,1178,6,%w/w
1734,850,3,%w/w
1735,1219,0.1,%w/v
1735,730,0.5,%w/v
1736,1219,0.1,%w/v
1736,66,0.3,%w/v
1737,709,10,mg
1737,638,4,mg
1739,1220,8,%w/w
1739,919,10,%w/w
1739,1221,10,%w/w
1742,237,200,mg
1742,33,500,mg
1743,87,0.2,%w/v
1743,1222,0.05,%w/v
1743,1223,0.09,%w/v
1744,1224,4.80,%w/v
1744,1225,9,%
1744,1226,13.10,%
1745,728,500/5,mg/ml
1746,1227,2,%w/w
1747,1228,20,mg
1747,1229,25,mg
1748,1230,5,mg
1748,958,20,mg
1749,739,10,mg
1749,1084,50,mg
1750,739,10,mg
1750,1084,100,mg
1750,226,1000,mg
1751,739,10,mg
1751,1084,100,mg
1751,226,500,mg
1752,739,5,mg
1752,226,1000,mg
1753,739,5,mg
1753,1084,100,mg
1754,1231,180,mg
1755,1231,250,mg
1756,1231,360,mg
1757,1231,400,mg
1758,1231,500,mg
1759,1232,250,mg
1760,1232,500,mg
1761,330,6/5,mg/ml
1762,1233,60/1,mg/ml
1763,7,200,mg
1764,741,1.16,%w/w
1764,1234,2.5,%w/w
1764,1235,0.5,%w/w
1764,345,10,%w/w
1764,1236,5,%w/w
1765,10,2,%w/v
1765,345,10,%w/v
1765,346,5,%
1765,1237,10,%
1766,10,50,mg
1766,338,4,mg
1767,10,50,mg
1767,338,8,mg
1768,519,40/2,mg/ml
1769,1238,20,mg
1769,791,1.5,mg
1770,1238,30,mg
1770,791,1.5,mg
1771,1239,10,mg
1771,347,10,mg
1772,1240,20,mg
1773,1240,40,mg
1774,759,25,mg
1774,806,5,mg
1775,1241,200,mg
1776,1229,50,mg
1777,1001,0.5,mg
1777,648,10,mg
1778,1001,0.5,mg
1778,648,5,mg
1779,1242,1.5,mg
1780,763,60,mg
1780,390,75,mg
1781,1243,1,%w/w
1782,1243,3,%w/w
1782,1244,0.5,%w/w
1783,1245,50/1,mg/ml
1784,1246,2,%w/w
1785,1247,0.01,%w/w
1785,410,2,%w/w
1785,79,0.5,%w/w
1785,1248,10,g
1787,526,40,mg
1787,640,5,mg
1788,526,40,mg
1788,1249,600,mg
1789,528,200,mg
1789,596,10,mg
1790,528,6,%w/w
1790,1250,5,%w/w
1790,1103,2,%w/w
1791,296,2,%w/w
1791,298,0.05,%w/w
1791,1247,0.01,%w/w
1792,296,4,%w/w
1792,298,0.05,%w/w
1792,1247,0.01,%w/w
1792,1251,20,g
1793,1252,6/1,mg/ml
1794,1252,10/5,mg/ml
1795,15,100/5,mg/ml
1796,1253,25,mg
1797,1039,10,mg
1797,133,30,mg
1798,1254,1000,mg
1799,1254,500,mg
1800,782,150,mcg
1800,1255,160,mcg
1801,782,150,mcg
1801,1255,320,mcg
1802,782,150,mcg
1802,1255,80,mcg
1803,1256,20,mcg
1804,1257,1,%w/w
1805,114,1.5,mg
1805,113,200,mg
1806,539,2,%w/v
1806,1258,1,%w/v
1807,1259,2,%w/w
1808,1260,2.5,%
1809,1091,3,g
1809,1261,75,mg
1810,1262,50,mcg
1810,712,5,mg
1811,1263,15,mg
1812,1264,1000,mg
1813,1265,5,mg
1813,638,10,mg
1813,355,75,mg
1814,1266,20,mg
1814,416,4/5,mg/ml
1815,1266,20/5,mg/ml
1816,802,100,mg
1816,803,25,mg
1816,1267,200,mg
1817,802,150,mg
1817,803,37.5,mg
1817,1267,200,mg
1818,802,50,mg
1818,803,12.5,mg
1818,1267,200,mg
1819,990,1.5,%w/w
1819,1268,0.3,%w/w
1820,990,2.5,%w/w
1820,1269,2.5,%w/w
1821,1250,4,%w/w
1821,974,1,%w/w
1821,308,7,%w/w
1822,806,2.5,mg
1822,739,10,mg
1823,806,2.5,mg
1823,739,5,mg
1824,806,2.5,mg
1824,100,850,mg
1825,806,5,mg
1825,739,10,mg
1826,806,5,mg
1826,739,5,mg
1827,1270,0.5,mg
1828,254,25/1,mg/ml
1829,254,50/2,mg/ml
1830,974,2,%w/w
1830,1271,2,%w/w
1831,708,20,mg
1831,1255,1,mg
1831,1114,10,mg
1832,1272,200,mg
1833,158,10,mg
1833,1239,10,mg
1835,1273,2,%w/w
1837,1274,0.5/1,mg/ml
1838,1274,2.5/1,mg/ml
1839,1275,50,mg
1840,1276,100,mg
1841,1277,10,mg
1842,66,100,mg
1842,974,200/5,mg/ml
1844,1278,100,mg
1845,1278,400,mg
1846,771,10,mg
1846,770,20,mg
1846,1279,2,mg
1846,1280,2,mg
1846,1281,2,mg
1847,771,60,mg
1847,770,75,mg
1848,1282,5,%w/w
1848,1283,0.7,%w/w
1849,1284,5,%w/w
1850,1285,300,mg
1851,1286,0.5,mg
1852,1286,1,mg
1853,1287,200,mcg
1854,1287,400,mcg
1855,1288,2,%w/w
1856,373,20,mg
1857,1289,1,mg
1858,1084,100,mg
1858,100,500,mg
1859,1290,10,%w/w
1861,191,40,mg
1861,695,2.5,mg
1862,191,40,mg
1862,695,5,mg
1863,602,20,mg
1863,226,1000,mg
1863,99,15,mg
1864,602,20,mg
1864,226,500,mg
1864,99,15,mg
1865,1291,1,%w/w
1867,1292,0.3,%w/v
1867,1293,0.1,%w/v
1868,1294,2.0,%w/w
1869,1295,11,mg
1870,1295,22,mg
1871,1294,10,mg
1872,1294,5,mg
1873,1296,150,mg
1873,10,50,mg
1874,1018,10,mg
1874,640,5,mg
1875,23,50,mg
1875,10,75,mg
1876,1297,10,mg
1878,1298,0.5,mg
1879,685,100,mg
1879,226,1000,mg
1880,685,100,mg
1880,226,500,mg
1881,685,50,mg
1881,226,1000,mg
1882,685,50,mg
1882,226,500,mg
1883,1299,200,mg
1884,482,25,mg
1885,1300,100,mg
